track_name,artist_name,danceability,energy,instrumentalness,liveness,genre_score,track_pop
Build a Bitch,159,0.855,0.463,1.77e-05,0.347,3.0,77
Wait No More,1039,0.761,0.646,9.89e-06,0.17,46.0,0
Take Me Home,1056,0.532,0.715,0.000395,0.17,46.0,56
House On Fire,805,0.61,0.747,0.0,0.106,999.0,77
she's all i wanna be,1130,0.602,0.626,9.02e-06,0.144,538.0,74
Told You So - Digital Farm Animals Remix,836,0.71,0.742,0.0,0.152,0.0,58
Elvis Song,755,0.575,0.691,0.0,0.107,697.0,57
Never A Good Time,830,0.54,0.833,0.000126,0.173,1286.0,65
Not a Pop Song,713,0.624,0.651,0.0,0.0782,1043.0,53
Love Songs,730,0.789,0.709,0.0,0.146,553.0,46
The Man,1131,0.777,0.658,0.0,0.0901,538.0,78
You (with Marshmello & Vance Joy),1305,0.668,0.563,0.0,0.119,668.0,69
I Don't Know Why,830,0.499,0.898,7.2e-06,0.0832,1286.0,70
Just Friends,1252,0.793,0.714,0.0,0.136,1102.0,64
Higher Power,274,0.507,0.828,2.44e-05,0.261,575.0,74
Ruin My Life,1296,0.665,0.699,0.0,0.0969,1297.0,67
If You Need Me,614,0.483,0.766,0.0,0.0985,1104.0,55
You're Not Harry Styles,357,0.553,0.767,2.95e-06,0.0903,678.0,39
Married In Vegas,1188,0.663,0.77,0.0,0.0311,986.0,49
Another Place,151,0.685,0.742,0.0,0.185,761.0,59
talk me out of it,879,0.775,0.641,0.0,0.0818,1042.0,50
"fuck, i'm lonely",697,0.806,0.558,0.0,0.0618,907.0,2
Miss U More Than U Know (with R3HAB),1084,0.796,0.591,0.0248,0.0938,954.0,55
One Whole Day (feat. Wiz Khalifa),334,0.64,0.863,0.0,0.294,9.0,57
Girlfriend,252,0.758,0.583,5.12e-05,0.107,873.0,64
Jeena Chahun,1061,0.613,0.79,0.00392,0.171,18.0,37
"Udd Jaa Parindey (From ""Radhe Shyam"")",809,0.555,0.631,0.00925,0.187,782.0,44
Tanha Dil Tanha Safar,1046,0.493,0.415,1.76e-06,0.104,766.0,46
Rihaayi De,12,0.475,0.336,0.000346,0.262,766.0,45
Tu Mera Hogaya Hai (Encore),938,0.585,0.798,4.09e-05,0.213,805.0,40
Phire Faqeera,111,0.398,0.683,6.58e-06,0.102,766.0,37
Safar,938,0.307,0.604,3.79e-06,0.0789,805.0,49
Haan Main Galat,938,0.683,0.737,0.0105,0.103,805.0,57
Safarnama,791,0.596,0.315,0.0,0.0675,0.0,31
Tum Mile - Lofi Flip,632,0.711,0.579,0.053,0.32,2.0,64
Khalbali,12,0.789,0.707,0.0,0.177,766.0,48
Paathshala - Be a Rebel,12,0.831,0.65,0.12,0.362,766.0,41
Tanha Dil,1046,0.621,0.704,0.0,0.185,766.0,51
Tum Tak,12,0.704,0.626,0.0,0.0739,766.0,40
Madari,271,0.577,0.86,0.0,0.18,438.0,24
"Jugni (from ""Cocktail"")",110,0.614,0.759,0.0,0.3,35.0,35
Bulleya,938,0.552,0.769,0.0,0.112,805.0,61
Khaabon Ke Parinday,64,0.517,0.565,0.00689,0.0997,234.0,61
Iktara,72,0.616,0.525,0.000484,0.309,766.0,51
O Gujariya,1058,0.612,0.858,7.29e-06,0.258,234.0,53
Dil Dhadakne Do,596,0.778,0.599,0.0,0.59,3.0,60
Aaj Kal Zindagi,1053,0.639,0.617,0.00558,0.099,766.0,52
Someone To You,138,0.52,0.903,0.0,0.254,767.0,78
Demons,510,0.505,0.71,0.00025,0.269,201.0,82
One Call Away,252,0.667,0.613,0.0,0.115,873.0,71
I'm Yours,548,0.703,0.444,0.0,0.0973,742.0,80
Photograph,364,0.614,0.379,0.000464,0.0986,599.0,65
If I Can't Have You,1057,0.692,0.809,0.0,0.147,621.0,74
Brave,1026,0.551,0.836,2.1e-05,0.0425,1109.0,70
Bad Day,298,0.599,0.785,0.00336,0.151,224.0,75
Arcade,355,0.45,0.329,0.00109,0.135,2.0,81
Lucky,548,0.625,0.414,0.0,0.151,742.0,74
Rescue Me,884,0.759,0.605,0.0,0.694,975.0,71
I Knew You Were Trouble.,1131,0.622,0.469,2.25e-06,0.0398,538.0,63
Talking to the Moon,211,0.498,0.59,0.0,0.107,836.0,82
Hey There Delilah,923,0.51,0.376,0.000121,0.113,185.0,0
In My Blood,1057,0.628,0.715,0.0,0.119,621.0,0
Bad Liar,510,0.383,0.637,0.0,0.368,201.0,80
Black Magic,713,0.777,0.898,0.0,0.313,1043.0,0
Mama Said,730,0.712,0.799,6.4e-05,0.37,553.0,69
Like I Can,1019,0.656,0.627,2.17e-05,0.124,897.0,81
Be Alright,312,0.553,0.586,0.0,0.0813,556.0,79
"Life is a Highway - From ""Cars""",958,0.562,0.91,0.0,0.0676,28.0,54
"I'll Be There for You - Theme From ""Friends""",1179,0.32,0.917,0.0,0.169,117.0,68
Shower,156,0.699,0.529,3.59e-05,0.285,346.0,78
Ugly Heart,425,0.649,0.79,0.0,0.255,427.0,70
I Want It That Way,144,0.683,0.687,0.0,0.131,330.0,0
Somebody That I Used To Know (Glee Cast Version),447,0.833,0.467,1.14e-05,0.135,172.0,48
Bailando - Spanish Version,387,0.723,0.777,3.68e-06,0.0451,877.0,54
Me Voy Enamorando,257,0.685,0.912,0.0,0.392,68.0,59
Tacones Rojos,1042,0.748,0.856,0.0,0.142,43.0,83
Sweet but Psycho,130,0.719,0.704,0.0,0.166,836.0,7
Boulevard of Broken Dreams,457,0.496,0.682,2.94e-05,0.0589,39.0,76
Broken Frame,49,0.534,0.415,0.0,0.105,871.0,38
Vivir Mi Vida,764,0.656,0.877,0.0,0.349,49.0,75
Andas En Mi Cabeza,257,0.671,0.954,0.0,0.111,68.0,74
La Gozadera (feat. Marc Anthony),438,0.616,0.989,0.0,0.172,46.0,74
Destino o casualidad,792,0.557,0.525,0.0,0.113,4.0,73
Raise Your Glass,888,0.7,0.709,0.0,0.029,836.0,77
New York State of Mind,177,0.506,0.373,4.05e-05,0.323,434.0,62
I Still Haven't Found What I'm Looking For,1233,0.564,0.774,0.00191,0.0861,151.0,77
Make You Mine,891,0.606,0.799,0.0,0.15,2.0,77
Rolling in the Deep,33,0.73,0.769,0.0,0.0473,615.0,80
Robarte un Beso,234,0.742,0.859,0.0,0.359,60.0,74
Smooth Criminal (Glee Cast Version) (feat. 2CELLOS),447,0.756,0.814,0.00068,0.161,172.0,58
Lego House,364,0.592,0.637,0.0,0.13,599.0,72
Khuda Jaane,1255,0.382,0.632,0.000486,0.0922,766.0,73
Human,948,0.602,0.707,0.0,0.165,14.0,76
Heal,1208,0.445,0.179,0.00056,0.107,542.0,73
Going Home,1181,0.615,0.848,0.0,0.126,218.0,54
From Now On,505,0.516,0.518,0.00895,0.585,81.0,71
FRIENDS,773,0.626,0.88,0.0,0.128,1045.0,79
Ek Main Aur Ekk Tu,165,0.77,0.666,4.1e-06,0.183,825.0,52
Dancing With Your Ghost,1031,0.629,0.328,2.5e-05,0.103,688.0,79
Cover Me In Sunshine,888,0.476,0.594,0.0,0.0785,836.0,76
Coming Home,326,0.392,0.839,0.0,0.3,120.0,70
Clarity,684,0.563,0.46,0.0,0.0997,155.0,55
Channa Mereya,938,0.476,0.788,2.49e-05,0.106,805.0,68
Can't Help Falling in Love,379,0.396,0.293,0.000196,0.105,4.0,77
"Bol Do Na Zara (From ""Azhar"")",118,0.545,0.472,0.0,0.0871,766.0,60
Bhar Do Jholi Meri,938,0.622,0.876,0.0,0.144,805.0,56
The Best Is Yet To Come,1059,0.548,0.749,3.01e-06,0.107,1181.0,43
"Besabriyaan (From ""M.S.Dhoni - The Untold Story"")",118,0.338,0.459,1.33e-05,0.22,766.0,51
Beekeeper,651,0.196,0.358,0.000678,0.0949,140.0,35
Agar Tum Saath Ho,59,0.562,0.519,0.000268,0.172,797.0,71
Come to Your Senses,54,0.393,0.444,0.0,0.175,81.0,59
Therapy,82,0.554,0.593,0.0,0.0529,589.0,66
Louder Than Words,82,0.333,0.581,0.0,0.772,589.0,58
"Gone, Gone, Gone",913,0.664,0.642,0.0,0.114,312.0,68
Heaven Knows,408,0.6,0.845,0.0,0.24,226.0,61
Ambarsariya,1087,0.649,0.458,0.0,0.113,775.0,65
Learning to Fly,493,0.478,0.779,0.111,0.0987,0.0,44
Thank God for Ireland,1232,0.524,0.564,0.0,0.284,280.0,38
Why This Kolaveri Di? - The Soup of Love,90,0.82,0.785,1.79e-05,0.372,265.0,60
Dil Darbadar,91,0.27,0.67,5.68e-05,0.099,766.0,41
La Da Dee,273,0.657,0.828,0.0,0.326,1009.0,68
Older,1031,0.681,0.292,0.0,0.0974,688.0,72
The Village,1282,0.55,0.363,0.0,0.128,944.0,65
Beautiful Scars,785,0.706,0.457,0.0,0.106,561.0,67
Zindagi Kuch Toh Bata (Reprise),938,0.528,0.615,0.000111,0.104,805.0,63
All of the Stars,364,0.436,0.562,0.000278,0.198,599.0,66
DUMB DUMB,524,0.85,0.734,0.000179,0.0728,10.0,61
"Daaru Desi (From ""Cocktail"")",165,0.703,0.786,0.000712,0.101,825.0,60
Chann Ve,466,0.598,0.229,9.64e-06,0.15,424.0,21
Marjaawaan,465,0.616,0.555,0.0,0.105,424.0,59
Pasoori,1047,0.714,0.596,0.0,0.0625,0.0,85
Band Darvaze,75,0.441,0.505,0.0,0.0581,429.0,57
Monsters,649,0.501,0.67,0.0,0.0774,0.0,65
Teeth,4,0.756,0.448,3.87e-06,0.11,986.0,77
Ashes,1098,0.712,0.568,0.0,0.169,9.0,76
Welcome to Wonderland,97,0.703,0.179,0.0,0.102,640.0,73
Excuses,22,0.837,0.717,0.0,0.149,110.0,82
"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",809,0.523,0.557,0.000581,0.0958,782.0,65
PS5 (with TOMORROW X TOGETHER & Alan Walker),1325,0.602,0.642,5.33e-06,0.0668,83.0,79
"Rabb Khair Kare (From ""Daana Paani"" Soundtrack)",931,0.632,0.568,0.0,0.399,483.0,48
Feelinga,433,0.71,0.518,2.39e-05,0.31,424.0,64
Tu Hi Das De,1134,0.719,0.505,0.0,0.207,0.0,66
Ishq Di Baajiyaan,1053,0.722,0.609,0.000247,0.113,766.0,48
NUNU NANA,568,0.743,0.689,0.0,0.708,10.0,70
Moonlight,1283,0.921,0.537,0.00404,0.102,8.0,82
Khaab,44,0.662,0.661,0.0,0.0784,483.0,70
Devil Eyes,495,0.391,0.396,0.405,0.315,100.0,78
"Senya - Itachi's Theme (From ""Naruto Shippuden"")",1222,0.5,0.337,0.772,0.0962,0.0,50
GOOBA,6,0.611,0.688,0.0,0.251,46.0,21
Dead To Me - Slow + Reverb,1267,0.682,0.543,0.0,0.108,8.0,75
ELEVATED,1064,0.831,0.533,3.25e-05,0.306,14.0,74
Aziyat 2.0 - Reprise Version,934,0.445,0.28,1.29e-05,0.111,565.0,69
"Kamado Tanjirou no Uta (From ""Demon Slayer: Kimetsu no Yaiba"") [Full Version]",43,0.422,0.328,2.9e-06,0.097,2.0,65
Here,725,0.693,0.576,0.0,0.232,21.0,68
Hun Kio,482,0.777,0.406,0.0,0.0842,424.0,54
Middle of the Night (slowed + reverb) - Slowed,372,0.684,0.454,0.243,0.126,0.0,43
Just A Word,933,0.36,0.247,0.00454,0.104,413.0,48
"Soch Liya (From ""Radhe Shyam"")",809,0.597,0.52,1.05e-06,0.103,782.0,67
O.O,829,0.39,0.767,4.26e-06,0.0601,2.0,79
El Sueño (feat. Tru-Skool),327,0.724,0.634,0.0,0.0845,862.0,45
Try to Be Better (Again),983,0.619,0.358,0.642,0.101,6.0,53
Ranihaar,972,0.75,0.348,0.0,0.099,0.0,16
"Akhar (From ""Lahoriye"" Soundtrack)",75,0.729,0.614,0.0,0.12,429.0,61
Gashina,1005,0.722,0.833,0.0,0.195,10.0,67
In the End,711,0.556,0.864,0.0,0.209,55.0,84
Rabb Milju,931,0.683,0.449,1.42e-06,0.271,483.0,36
Wherever You Go,9,0.521,0.616,5.85e-06,0.11,144.0,44
Today Is Beautiful,307,0.593,0.833,0.0,0.128,8.0,41
Anywhere With You Is Home,684,0.764,0.534,0.0,0.139,155.0,47
Whole Lives,536,0.598,0.602,0.0,0.163,773.0,49
Let Me Down,848,0.595,0.635,0.0,0.315,0.0,45
My Lighthouse,970,0.545,0.805,0.0,0.781,24.0,60
I Wanna Get Better,23,0.672,0.808,0.0,0.0807,7.0,47
All My Life,1259,0.543,0.728,5.58e-05,0.108,262.0,38
What We Live For,70,0.686,0.885,0.0,0.147,856.0,58
Appreciated,982,0.573,0.769,0.0,0.101,773.0,51
"How Far I'll Go - From ""Moana""",47,0.309,0.544,0.000265,0.0727,1010.0,66
Be Kind to Yourself,83,0.576,0.448,3.35e-06,0.0837,52.0,49
Locked Away,30,0.693,0.515,0.0,0.3,0.0,55
Best Year Yet,512,0.62,0.447,0.0,0.165,39.0,44
Ain't Got Rhythm,915,0.74,0.806,0.0,0.0285,3.0,48
Lonely With Me,893,0.589,0.809,0.0,0.116,901.0,53
Supermarket Flowers,364,0.589,0.242,0.0,0.0887,599.0,75
Knee Deep In My Heart,1050,0.626,0.856,0.0,0.326,4.0,45
A Million Dreams,1302,0.265,0.312,0.0,0.0893,30.0,74
Time of Our Lives,1232,0.474,0.388,0.0,0.107,280.0,54
De Mauka Zindagi,855,0.643,0.461,0.000361,0.145,2.0,48
Swoon,1314,0.655,0.456,0.0,0.106,0.0,42
Matargashti,811,0.792,0.63,0.0,0.0758,766.0,61
Young Love,914,0.695,0.673,2.4e-06,0.0854,0.0,44
A Song for the Drunk and Broken Hearted,895,0.567,0.741,0.005,0.162,759.0,47
The Book of You & I,46,0.507,0.387,0.0,0.113,699.0,63
I Was Born,658,0.826,0.679,0.0,0.0556,0.0,35
Boy In The Bubble,46,0.817,0.578,0.00103,0.251,699.0,70
Outrunning Karma,46,0.416,0.649,2.82e-06,0.12,699.0,66
Death Of A Hero,46,0.653,0.62,5.46e-06,0.512,699.0,56
1994,46,0.772,0.613,3.52e-06,0.206,699.0,57
Queen of Hearts,1265,0.402,0.81,0.0,0.713,270.0,51
Annabelle's Homework,46,0.676,0.634,1.63e-06,0.223,699.0,57
Gitchee Gitchee Goo,916,0.714,0.946,0.0,0.0658,0.0,45
This Is Home,224,0.603,0.775,0.0,0.108,39.0,43
There's a Platypus Controlling Me,345,0.857,0.949,0.000131,0.407,5.0,47
Backyard Beach,404,0.908,0.818,0.0,0.0471,0.0,33
Waterloo,13,0.441,0.926,3.38e-06,0.235,11.0,0
Starman - 2012 Remaster,305,0.486,0.449,2.23e-06,0.54,235.0,75
Hot Stuff,341,0.797,0.737,0.133,0.0404,16.0,49
Superman,1266,0.594,0.621,0.0,0.0919,79.0,39
Stuck Like This,1266,0.864,0.415,0.0,0.94,79.0,37
Machine,1266,0.756,0.645,0.0,0.0979,79.0,36
couch,1266,0.819,0.516,0.0,0.119,79.0,33
Nightlight,1266,0.754,0.548,0.0,0.188,79.0,53
"hold me, baby",1266,0.61,0.564,1.71e-06,0.0496,79.0,55
when i’m with you,1266,0.621,0.39,2.36e-06,0.0923,79.0,35
mid July,1266,0.785,0.732,0.000214,0.159,79.0,34
Chand Sifarish,552,0.829,0.665,1.75e-05,0.123,815.0,71
Slow Dance In A Parking Lot,603,0.523,0.837,0.0,0.172,12.0,71
Tenerife Sea,364,0.53,0.346,1.07e-05,0.105,599.0,68
That's How I Got To Memphis,1211,0.707,0.432,0.000156,0.207,53.0,55
Count on Me,211,0.589,0.389,0.0,0.0772,836.0,75
"Chura Ke Dil Mera - From ""Hungama 2""",165,0.737,0.857,1.17e-05,0.281,825.0,59
The Humma Song,12,0.721,0.65,0.00014,0.34,766.0,63
Happy Days (Theme from ''Happy Days''),935,0.591,0.706,0.00172,0.231,0.0,53
Turn the Beat Around - Single Version,1250,0.662,0.941,0.0,0.218,6.0,45
Rock the Boat,504,0.606,0.71,0.0,0.115,6.0,44
